编号,开始答题时间,结束答题时间,答题时长,1.您所在社区目前**是否已设置**“快递包装共享回收箱”？,2.您**每月收到的快递数量**,3.**过去 30 天**您使用回收箱的次数,4.您投入的主要包装类型（可多选）:纸箱,4.您投入的主要包装类型（可多选）:塑料袋/快递袋,4.您投入的主要包装类型（可多选）:填充物,4.您投入的主要包装类型（可多选）:其他,5.您在使用回收箱时遇到的**主要障碍**（可多选）:位置不便,5.您在使用回收箱时遇到的**主要障碍**（可多选）:排队/拥堵,5.您在使用回收箱时遇到的**主要障碍**（可多选）:不清楚可回收物,5.您在使用回收箱时遇到的**主要障碍**（可多选）:无奖励,5.您在使用回收箱时遇到的**主要障碍**（可多选）:卫生差,5.您在使用回收箱时遇到的**主要障碍**（可多选）:担心信息泄露,5.您在使用回收箱时遇到的**主要障碍**（可多选）:其他,6.若将回收服务成本计入物业费，您是否接受每月物业费**相比当前增加不超过2元**？,7.您的性别,8.您的年龄,9.您的最高学历,10.您的职业,11.感知有用性:显著减少生活垃圾,11.感知有用性:提升社区形象,11.感知有用性:节省处理时间,11.感知有用性:助力双碳目标,12.感知便利性:投递步骤易懂,12.感知便利性:回收箱离家距离近,12.感知便利性:开放时间充足,13.感知风险性:担心个人信息泄露,13.感知风险性:担心箱体卫生导致虫鼠,13.感知风险性:担心未来产生额外收费,14.感知趣味性:投递过程让我心情愉快,14.感知趣味性:完成投递让我有成就感,15.信任程度:相信包装会被妥善处理,15.信任程度:相信积分/奖励可正常兑换,15.信任程度:相信平台的数据隐私保护,16.主观规范:家人朋友赞成,16.主观规范:社区干部建议,16.主观规范:邻居使用影响,16.主观规范:媒体宣传倡导,17.环境责任:环保是个人责任,17.环境责任:在意包装浪费,17.环境责任:为后代保护环境,17.环境责任:愿减少一次性用品,18.使用习惯:已形成习惯性投递,18.使用习惯:不回收会感到不自在,18.使用习惯:回收行为对我来说很自然,19.激励方案兴趣度:现金红包,19.激励方案兴趣度:积分商城,19.激励方案兴趣度:快递费减免,19.激励方案兴趣度:绿色碳积分,19.激励方案兴趣度:公益植树,19.激励方案兴趣度:社区荣誉排行,19.激励方案兴趣度:物业费折扣,19.激励方案兴趣度:抽盲盒,19.激励方案兴趣度:商家优惠券,19.激励方案兴趣度:二手盒返现,20.未来使用意向:每月持续使用,20.未来使用意向:高频使用意愿,20.未来使用意向:无奖励坚持,20.未来使用意向:社交分享,20.未来使用意向:志愿推广,21.您认为**最有效的激励方案**是什么？请简述原因。,22.其他建议或补充意见,地理位置省,地理位置市,UA
126,2025/5/7 23:22,2025/5/7 23:27,290,A.是,A.1-3个,C.3-5次,,B.塑料袋/快递袋,C.填充物,,A.位置不便,B.排队/拥堵,C.不清楚可回收物,D.无奖励,,,,C.视服务质量而定,A.男,C.26-30,D.本科,B.全职上班族,C.一般,A.非常不同意,C.一般,B.不同意,C.一般,C.一般,D.同意,C.一般,E.非常同意,E.非常同意,E.非常同意,D.同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,A.非常不同意,D.同意,D.同意,D.同意,C.一般,E.非常同意,E.非常同意,C.一般,E.非常同意,C.一般,E.非常同意,D.同意,A.非常不同意,A.非常不同意,D.同意,C.一般,D.同意,E.非常同意,E.非常同意,C.一般,C.一般,D.同意,D.同意,C.一般,没有,建议在毕业季进校宣传，学生行李箱多、纸箱多，时机好、量也集中。,广东省,广州市,"Mozilla/5.0 (Linux; Android 15; SM?G9960 Build/HUAWEICPH2607; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6668.44 MQQBrowser/6.2 TBS/077120 Mobile Safari/537.36 V1_AND_SQ_9.1.60_YYB_D QQ/9.0.50.46392 NetType/4G WebP/0.3.0 A"
125,2025/5/7 2:54,2025/5/7 3:02,453,B.否,B.4-6个,,,,,,,,,,,,,A.是,A.男,B.21-25,B.高中/中专,A.学生,C.一般,E.非常同意,D.同意,C.一般,D.同意,A.非常不同意,D.同意,D.同意,C.一般,D.同意,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,B.不同意,E.非常同意,D.同意,C.一般,E.非常同意,D.同意,B.不同意,E.非常同意,C.一般,D.同意,E.非常同意,C.一般,C.一般,C.一般,A.非常不同意,C.一般,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,D.同意,无,无,山东省,青岛市,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
124,2025/5/8 5:31,2025/5/8 5:35,272,A.是,D.10个以上,A.0次,A.纸箱,,,,A.位置不便,,,D.无奖励,,F.担心信息泄露,,C.视服务质量而定,A.男,C.26-30,E.硕士,B.全职上班族,C.一般,D.同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,D.同意,C.一般,D.同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,D.同意,A.非常不同意,D.同意,D.同意,D.同意,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,D.同意,C.一般,E.非常同意,C.一般,E.非常同意,C.一般,E.非常同意,E.非常同意,C.一般,D.同意,D.同意,C.一般,没有,无,湖北省,武汉市,"Mozilla/5.0 (Linux; Android 13; PD2296 Build/HUAWEICPH2607; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.125 MQQBrowser/6.2 TBS/088215 Mobile Safari/537.36 V1_AND_SQ_9.0.50_YYB_D QQ/9.1.60.45993 NetType/4G WebP/0.3.0 A"
123,2025/5/7 7:47,2025/5/7 8:02,891,B.否,B.4-6个,,,,,,,,,,,,,C.视服务质量而定,A.男,E.36-45,D.本科,C.自由职业,D.同意,D.同意,C.一般,C.一般,D.同意,D.同意,C.一般,C.一般,D.同意,E.非常同意,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,A.非常不同意,D.同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,D.同意,D.同意,D.同意,E.非常同意,C.一般,A.非常不同意,D.同意,B.不同意,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,E.非常同意,C.一般,A.非常不同意,无,,山东省,青岛市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.19.1762(0xFC111FF) WindowsWechat(0xA7238CFF) XWEB/43778 Flue"
122,2025/5/8 19:19,2025/5/8 19:32,796,A.是,A.1-3个,A.0次,A.纸箱,,,,,,,,E.卫生差,,,A.是,A.男,B.21-25,A.初中及以下,B.全职上班族,A.非常不同意,C.一般,C.一般,D.同意,A.非常不同意,D.同意,D.同意,E.非常同意,C.一般,B.不同意,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,C.一般,D.同意,D.同意,D.同意,C.一般,C.一般,E.非常同意,C.一般,B.不同意,C.一般,C.一般,D.同意,B.不同意,B.不同意,E.非常同意,D.同意,C.一般,C.一般,E.非常同意,C.一般,D.同意,E.非常同意,C.一般,C.一般,D.同意,,箱体广告过于商业化，感觉像投递广告而非回收环保，建议控制商业广告比例。,四川省,绵阳市,"Mozilla/5.0 (Linux; Android 15; PD2296 Build/HUAWEIV2219A; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.129 MQQBrowser/6.2 TBS/070945 Mobile Safari/537.36 V1_AND_SQ_9.0.50_YYB_D QQ/9.0.50.44613 NetType/4G WebP/0.3.0 A"
121,2025/5/7 20:40,2025/5/7 20:45,321,A.是,A.1-3个,A.0次,A.纸箱,B.塑料袋/快递袋,,,A.位置不便,,C.不清楚可回收物,D.无奖励,,,,A.是,A.男,B.21-25,B.高中/中专,C.自由职业,C.一般,D.同意,C.一般,D.同意,E.非常同意,D.同意,D.同意,D.同意,E.非常同意,D.同意,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,D.同意,A.非常不同意,C.一般,C.一般,D.同意,A.非常不同意,C.一般,C.一般,D.同意,C.一般,B.不同意,E.非常同意,D.同意,E.非常同意,D.同意,E.非常同意,C.一般,E.非常同意,D.同意,D.同意,E.非常同意,D.同意,C.一般,E.非常同意,B.不同意,没有,无,上海市,上海市,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.50(0x64F3) NetType/5G Language/zh_CN"
120,2025/5/6 22:00,2025/5/6 22:13,769,A.是,B.4-6个,C.3-5次,A.纸箱,B.塑料袋/快递袋,,,A.位置不便,,C.不清楚可回收物,,E.卫生差,,,A.是,B.女,E.36-45,C.大专,B.全职上班族,B.不同意,D.同意,D.同意,E.非常同意,C.一般,D.同意,B.不同意,D.同意,C.一般,D.同意,C.一般,E.非常同意,C.一般,E.非常同意,A.非常不同意,E.非常同意,E.非常同意,C.一般,C.一般,D.同意,C.一般,D.同意,E.非常同意,D.同意,B.不同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,B.不同意,C.一般,D.同意,C.一般,C.一般,D.同意,E.非常同意,B.不同意,C.一般,E.非常同意,C.一般,无,没有,湖北省,武汉市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.16.1705(0x9A1C2FFF) WindowsWechat(0xE20A32FF) XWEB/21604 Flue"
119,2025/5/7 5:21,2025/5/7 5:31,576,B.否,D.10个以上,,,,,,,,,,,,,A.是,A.男,C.26-30,D.本科,B.全职上班族,D.同意,C.一般,A.非常不同意,D.同意,D.同意,D.同意,D.同意,C.一般,C.一般,E.非常同意,D.同意,E.非常同意,C.一般,A.非常不同意,E.非常同意,C.一般,D.同意,C.一般,D.同意,C.一般,C.一般,B.不同意,D.同意,C.一般,B.不同意,D.同意,E.非常同意,D.同意,E.非常同意,C.一般,C.一般,B.不同意,D.同意,C.一般,C.一般,D.同意,E.非常同意,A.非常不同意,C.一般,C.一般,E.非常同意,,希望在微信推送里展示我贡献的“碳减排量”，而不是仅仅积分数字。,浙江省,宁波市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.1.60 V1_IPH_SQ_9.1.60_0_APP_A Pixel/1170"
118,2025/5/7 21:00,2025/5/7 21:09,562,A.是,D.10个以上,C.3-5次,,B.塑料袋/快递袋,,,A.位置不便,,,,,,,C.视服务质量而定,B.女,F.46及以上,D.本科,D.退休,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,D.同意,E.非常同意,C.一般,D.同意,D.同意,D.同意,D.同意,C.一般,C.一般,A.非常不同意,E.非常同意,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,C.一般,D.同意,C.一般,C.一般,D.同意,E.非常同意,C.一般,E.非常同意,A.非常不同意,C.一般,C.一般,E.非常同意,B.不同意,E.非常同意,D.同意,D.同意,D.同意,没有,没有,四川省,绵阳市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.15.1716(0x79A92CFF) WindowsWechat(0xBF973BFF) XWEB/67246 Flue"
117,2025/5/8 3:37,2025/5/8 3:52,873,A.是,D.10个以上,A.0次,A.纸箱,B.塑料袋/快递袋,C.填充物,,A.位置不便,B.排队/拥堵,C.不清楚可回收物,,E.卫生差,,,A.是,A.男,B.21-25,E.硕士,C.自由职业,C.一般,E.非常同意,B.不同意,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,E.非常同意,D.同意,D.同意,E.非常同意,E.非常同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,E.非常同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,D.同意,C.一般,D.同意,D.同意,C.一般,D.同意,E.非常同意,E.非常同意,C.一般,E.非常同意,E.非常同意,D.同意,没有,我是快递员，愿意帮忙把整捆纸箱运走，但需要物业提供合规小推车和临时存放区。,湖北省,宜昌市,"Mozilla/5.0 (Linux; Android 13; CPH2607 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.140 Mobile Safari/537.36 XWEB/1588502 MMWEBSDK/20250313 MMWEBID/3030 MicroMessenger/8.0.46.2800(0x28004A1F) WeChat/arm64"
116,2025/5/8 0:31,2025/5/8 0:42,632,B.否,D.10个以上,,,,,,,,,,,,,B.否,A.男,E.36-45,E.硕士,B.全职上班族,B.不同意,E.非常同意,C.一般,B.不同意,C.一般,D.同意,D.同意,E.非常同意,D.同意,C.一般,B.不同意,C.一般,E.非常同意,E.非常同意,E.非常同意,C.一般,A.非常不同意,D.同意,D.同意,D.同意,C.一般,D.同意,E.非常同意,D.同意,C.一般,A.非常不同意,D.同意,E.非常同意,B.不同意,C.一般,C.一般,D.同意,E.非常同意,D.同意,E.非常同意,E.非常同意,A.非常不同意,D.同意,B.不同意,A.非常不同意,E.非常同意,没有,回收箱开门声很大，晚上十一点投递会吵到楼下住户，能否安装缓冲阻尼。,广东省,深圳市,"Mozilla/5.0 (Linux; Android 15; CPH2607 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.181 Mobile Safari/537.36 XWEB/1582512 MMWEBSDK/20230120 MMWEBID/3159 MicroMessenger/8.0.50.2800(0x28003BE1) WeChat/arm64"
115,2025/5/8 20:23,2025/5/8 20:36,764,A.是,C.7-10个,C.3-5次,A.纸箱,,C.填充物,,A.位置不便,,,D.无奖励,,,G.其他,A.是,A.男,C.26-30,C.大专,C.自由职业,D.同意,C.一般,E.非常同意,C.一般,C.一般,D.同意,D.同意,B.不同意,C.一般,D.同意,C.一般,C.一般,C.一般,D.同意,C.一般,E.非常同意,C.一般,D.同意,C.一般,A.非常不同意,E.非常同意,D.同意,C.一般,C.一般,E.非常同意,C.一般,B.不同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,D.同意,D.同意,C.一般,D.同意,E.非常同意,E.非常同意,C.一般,B.不同意,与快递平台同步折扣码，下单立减，形成闭环。,无,福建省,福州市,"Mozilla/5.0 (Linux; Android 12; CPH2607 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.145 Mobile Safari/537.36 XWEB/1552610 MMWEBSDK/20250318 MMWEBID/3010 MicroMessenger/8.0.50.2800(0x2800DE8D) WeChat/arm64"
114,2025/5/7 1:22,2025/5/7 1:29,407,A.是,C.7-10个,A.0次,A.纸箱,,,,A.位置不便,,,,,F.担心信息泄露,,A.是,B.女,D.31-35,E.硕士,B.全职上班族,D.同意,D.同意,D.同意,C.一般,D.同意,C.一般,D.同意,C.一般,D.同意,D.同意,D.同意,C.一般,D.同意,D.同意,C.一般,A.非常不同意,C.一般,D.同意,C.一般,E.非常同意,C.一般,D.同意,C.一般,D.同意,E.非常同意,C.一般,D.同意,C.一般,D.同意,D.同意,C.一般,C.一般,D.同意,E.非常同意,C.一般,E.非常同意,D.同意,D.同意,A.非常不同意,D.同意,C.一般,电视台报道“环保明星家庭”，公众曝光带来虚拟收益。,箱体外观单调，能否让小朋友涂鸦或举办社区彩绘比赛，提高关注度。,浙江省,宁波市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
113,2025/5/7 4:32,2025/5/7 4:42,583,A.是,A.1-3个,B.1-2次,A.纸箱,,C.填充物,,A.位置不便,B.排队/拥堵,C.不清楚可回收物,D.无奖励,,,,A.是,B.女,D.31-35,B.高中/中专,B.全职上班族,D.同意,C.一般,C.一般,C.一般,D.同意,D.同意,D.同意,E.非常同意,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,C.一般,C.一般,C.一般,D.同意,C.一般,D.同意,C.一般,C.一般,C.一般,D.同意,A.非常不同意,C.一般,D.同意,D.同意,C.一般,D.同意,C.一般,D.同意,C.一般,A.非常不同意,C.一般,C.一般,D.同意,D.同意,E.非常同意,C.一般,E.非常同意,,,广东省,深圳市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.1.60 V1_IPH_SQ_9.0.50_0_APP_A Pixel/1170"
112,2025/5/8 5:21,2025/5/8 5:33,708,A.是,C.7-10个,A.0次,A.纸箱,,C.填充物,,,B.排队/拥堵,C.不清楚可回收物,D.无奖励,,,,B.否,A.男,C.26-30,C.大专,B.全职上班族,D.同意,C.一般,C.一般,E.非常同意,A.非常不同意,C.一般,D.同意,D.同意,E.非常同意,D.同意,E.非常同意,C.一般,C.一般,E.非常同意,D.同意,C.一般,C.一般,C.一般,C.一般,D.同意,C.一般,E.非常同意,D.同意,D.同意,A.非常不同意,D.同意,E.非常同意,D.同意,C.一般,E.非常同意,D.同意,D.同意,B.不同意,C.一般,C.一般,E.非常同意,C.一般,E.非常同意,C.一般,D.同意,C.一般,与周边咖啡店合作，积分折抵拿铁，便携且高频消费品吸引力大。,回收箱位置离快递柜太远，搬着大箱子走两百米不现实。,江苏省,苏州市,"Mozilla/5.0 (iPad; CPU OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.52(0x18F3) NetType/5G Language/zh_CN"
111,2025/5/8 2:14,2025/5/8 2:28,886,A.是,B.4-6个,B.1-2次,,,,,A.位置不便,,,,,F.担心信息泄露,,A.是,B.女,C.26-30,B.高中/中专,C.自由职业,A.非常不同意,D.同意,A.非常不同意,E.非常同意,C.一般,D.同意,D.同意,C.一般,D.同意,A.非常不同意,E.非常同意,C.一般,D.同意,D.同意,C.一般,E.非常同意,D.同意,C.一般,D.同意,D.同意,C.一般,C.一般,B.不同意,E.非常同意,A.非常不同意,C.一般,E.非常同意,D.同意,E.非常同意,C.一般,C.一般,C.一般,A.非常不同意,E.非常同意,E.非常同意,C.一般,E.非常同意,D.同意,D.同意,E.非常同意,E.非常同意,与菜市场积分互通，换鸡蛋和蔬菜，吸引中老年。,没有,广东省,深圳市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.17.1728(0x713372FF) WindowsWechat(0xC19069FF) XWEB/44816 Flue"
110,2025/5/7 11:51,2025/5/7 11:58,428,A.是,A.1-3个,C.3-5次,A.纸箱,B.塑料袋/快递袋,,D.其他,A.位置不便,,C.不清楚可回收物,,,,,A.是,A.男,A.15-20,A.初中及以下,B.全职上班族,D.同意,B.不同意,C.一般,E.非常同意,D.同意,D.同意,E.非常同意,C.一般,D.同意,C.一般,D.同意,D.同意,D.同意,D.同意,D.同意,B.不同意,E.非常同意,D.同意,D.同意,C.一般,E.非常同意,D.同意,D.同意,E.非常同意,E.非常同意,D.同意,C.一般,C.一般,D.同意,B.不同意,D.同意,C.一般,D.同意,C.一般,E.非常同意,B.不同意,C.一般,C.一般,D.同意,D.同意,C.一般,,回收箱旁最好放把剪刀或小刀，方便拆胶带，不然很多人直接塞不拆影响压缩率。,四川省,绵阳市,"Mozilla/5.0 (Linux; Android 12; CPH2607 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.222 Mobile Safari/537.36 XWEB/1459806 MMWEBSDK/20231208 MMWEBID/2164 MicroMessenger/8.0.50.2800(0x28005DC3) WeChat/arm64"
109,2025/5/7 0:46,2025/5/7 0:56,591,A.是,C.7-10个,C.3-5次,,,,,A.位置不便,,,,,,,A.是,A.男,C.26-30,D.本科,C.自由职业,D.同意,C.一般,C.一般,D.同意,D.同意,D.同意,D.同意,D.同意,E.非常同意,E.非常同意,C.一般,E.非常同意,D.同意,D.同意,E.非常同意,D.同意,C.一般,E.非常同意,E.非常同意,D.同意,D.同意,E.非常同意,C.一般,D.同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,D.同意,C.一般,D.同意,C.一般,E.非常同意,C.一般,D.同意,C.一般,E.非常同意,C.一般,A.非常不同意,捆绑垃圾分类考核，投递量计入家庭垃圾减量成绩。,无,上海市,上海市,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.46(0x3D2D) NetType/5G Language/zh_CN"
108,2025/5/8 22:49,2025/5/8 22:57,483,A.是,C.7-10个,E.10次以上,A.纸箱,,,,,,C.不清楚可回收物,D.无奖励,,F.担心信息泄露,,A.是,B.女,B.21-25,D.本科,A.学生,E.非常同意,C.一般,E.非常同意,D.同意,C.一般,D.同意,C.一般,E.非常同意,E.非常同意,D.同意,A.非常不同意,C.一般,C.一般,C.一般,D.同意,D.同意,D.同意,A.非常不同意,D.同意,C.一般,A.非常不同意,C.一般,E.非常同意,B.不同意,E.非常同意,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,E.非常同意,A.非常不同意,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,D.同意,D.同意,无,QR?码偶尔扫不出来，换手机信号不好就卡住，希望增加 NFC 打卡。,四川省,成都市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
107,2025/5/8 0:48,2025/5/8 0:55,413,A.是,A.1-3个,A.0次,,,C.填充物,,,B.排队/拥堵,C.不清楚可回收物,D.无奖励,,,,A.是,B.女,D.31-35,D.本科,B.全职上班族,C.一般,D.同意,C.一般,C.一般,E.非常同意,C.一般,D.同意,E.非常同意,A.非常不同意,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,B.不同意,E.非常同意,D.同意,C.一般,D.同意,C.一般,E.非常同意,C.一般,D.同意,B.不同意,B.不同意,D.同意,C.一般,D.同意,C.一般,D.同意,E.非常同意,C.一般,E.非常同意,D.同意,D.同意,C.一般,C.一般,C.一般,C.一般,A.非常不同意,无,,北京市,北京市,"Mozilla/5.0 (iPad; CPU OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.52(0xF78C) NetType/5G Language/zh_CN"
106,2025/5/8 20:44,2025/5/8 20:56,677,B.否,A.1-3个,,,,,,,,,,,,,A.是,B.女,C.26-30,A.初中及以下,B.全职上班族,C.一般,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,D.同意,D.同意,E.非常同意,D.同意,C.一般,C.一般,E.非常同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,B.不同意,E.非常同意,C.一般,D.同意,C.一般,D.同意,B.不同意,C.一般,C.一般,C.一般,E.非常同意,D.同意,C.一般,C.一般,D.同意,D.同意,E.非常同意,C.一般,E.非常同意,D.同意,B.不同意,C.一般,公司团建打卡环保站，HR 统计后团建经费加码。,没有,浙江省,宁波市,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.50(0x547F) NetType/5G Language/zh_CN"
105,2025/5/7 0:31,2025/5/7 0:39,481,B.否,B.4-6个,,,,,,,,,,,,,A.是,B.女,D.31-35,C.大专,B.全职上班族,C.一般,C.一般,C.一般,E.非常同意,C.一般,A.非常不同意,C.一般,C.一般,E.非常同意,A.非常不同意,E.非常同意,C.一般,D.同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,C.一般,D.同意,D.同意,B.不同意,D.同意,E.非常同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,E.非常同意,E.非常同意,C.一般,A.非常不同意,C.一般,A.非常不同意,D.同意,C.一般,C.一般,E.非常同意,D.同意,B.不同意,无,,江苏省,南京市,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
104,2025/5/7 7:56,2025/5/7 8:08,716,B.否,A.1-3个,,,,,,,,,,,,,C.视服务质量而定,A.男,D.31-35,B.高中/中专,B.全职上班族,E.非常同意,C.一般,E.非常同意,E.非常同意,D.同意,D.同意,C.一般,C.一般,E.非常同意,D.同意,C.一般,D.同意,B.不同意,C.一般,D.同意,C.一般,E.非常同意,C.一般,D.同意,C.一般,D.同意,D.同意,D.同意,D.同意,D.同意,C.一般,E.非常同意,C.一般,B.不同意,C.一般,C.一般,E.非常同意,C.一般,D.同意,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,B.不同意,投递后自动生成环保海报，可分享朋友圈秀成就。,无,山东省,青岛市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.16.1796(0x869378FF) WindowsWechat(0xF10857FF) XWEB/15475 Flue"
103,2025/5/8 8:12,2025/5/8 8:17,302,A.是,D.10个以上,B.1-2次,A.纸箱,B.塑料袋/快递袋,C.填充物,,A.位置不便,,C.不清楚可回收物,D.无奖励,,,,A.是,B.女,C.26-30,D.本科,B.全职上班族,D.同意,D.同意,C.一般,E.非常同意,D.同意,D.同意,C.一般,C.一般,E.非常同意,D.同意,C.一般,C.一般,E.非常同意,E.非常同意,C.一般,D.同意,C.一般,D.同意,D.同意,C.一般,D.同意,D.同意,A.非常不同意,C.一般,D.同意,E.非常同意,D.同意,C.一般,D.同意,C.一般,D.同意,B.不同意,D.同意,E.非常同意,D.同意,D.同意,D.同意,D.同意,A.非常不同意,D.同意,D.同意,,无,北京市,北京市,"Mozilla/5.0 (Linux; Android 12; PD2296 Build/HUAWEIV2219A; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/132.0.6747.66 MQQBrowser/6.2 TBS/054101 Mobile Safari/537.36 V1_AND_SQ_9.0.50_YYB_D QQ/9.1.60.35003 NetType/4G WebP/0.3.0 A"
102,2025/5/6 20:46,2025/5/6 21:01,894,A.是,B.4-6个,E.10次以上,A.纸箱,,C.填充物,,,,C.不清楚可回收物,,,,,A.是,A.男,C.26-30,D.本科,B.全职上班族,D.同意,C.一般,D.同意,D.同意,C.一般,D.同意,D.同意,A.非常不同意,C.一般,C.一般,D.同意,C.一般,E.非常同意,C.一般,D.同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,E.非常同意,D.同意,D.同意,E.非常同意,D.同意,C.一般,A.非常不同意,E.非常同意,D.同意,C.一般,D.同意,E.非常同意,C.一般,D.同意,D.同意,A.非常不同意,D.同意,D.同意,D.同意,D.同意,D.同意,购物平台自动加“绿色勋章”，购物时显眼展示，提升环保自豪感。,无,山东省,青岛市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.16.1715(0x9448E7FF) WindowsWechat(0xAC640AFF) XWEB/19336 Flue"
